id,Category,len,color,fit_shape,length,pattern,print_or_pattern_type,sleeve_length,sleeve_styling,surface_styling,attr_9,attr_10
42080,Women Tshirts,8,pink,regular,regular,printed,default,short sleeves,regular sleeves,,,
42081,Women Tshirts,8,default,regular,crop,printed,graphic,short sleeves,regular sleeves,,,
42082,Women Tshirts,8,pink,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
42083,Women Tshirts,8,black,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42084,Women Tshirts,8,pink,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42085,Women Tshirts,8,black,,regular,printed,quirky,short sleeves,regular sleeves,,,
42086,Women Tshirts,8,pink,,regular,printed,funky print,short sleeves,regular sleeves,,,
42087,Women Tshirts,8,,regular,regular,default,default,short sleeves,regular sleeves,,,
42088,Women Tshirts,8,pink,regular,crop,printed,default,short sleeves,regular sleeves,,,
42089,Women Tshirts,8,black,regular,crop,printed,default,short sleeves,regular sleeves,,,
42090,Women Tshirts,8,black,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42091,Women Tshirts,8,pink,regular,regular,printed,default,short sleeves,regular sleeves,,,
42092,Women Tshirts,8,maroon,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42093,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42094,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42095,Women Tshirts,8,pink,,regular,printed,funky print,short sleeves,regular sleeves,,,
42096,Women Tshirts,8,black,regular,crop,printed,default,short sleeves,regular sleeves,,,
42097,Women Tshirts,8,black,regular,crop,printed,typography,long sleeves,regular sleeves,,,
42098,Women Tshirts,8,default,regular,regular,printed,quirky,short sleeves,regular sleeves,,,
42099,Women Tshirts,8,pink,regular,crop,printed,graphic,short sleeves,regular sleeves,,,
42100,Women Tshirts,8,multicolor,regular,crop,printed,graphic,short sleeves,regular sleeves,,,
42101,Women Tshirts,8,yellow,regular,crop,printed,graphic,short sleeves,regular sleeves,,,
42102,Women Tshirts,8,default,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
42103,Women Tshirts,8,yellow,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42104,Women Tshirts,8,black,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
42105,Women Tshirts,8,black,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42106,Women Tshirts,8,black,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42107,Women Tshirts,8,pink,regular,regular,printed,default,short sleeves,regular sleeves,,,
42108,Women Tshirts,8,yellow,,crop,printed,graphic,short sleeves,regular sleeves,,,
42109,Women Tshirts,8,pink,regular,crop,printed,quirky,short sleeves,regular sleeves,,,
42110,Women Tshirts,8,black,regular,crop,printed,quirky,short sleeves,regular sleeves,,,
42111,Women Tshirts,8,yellow,regular,regular,printed,graphic,,regular sleeves,,,
42112,Women Tshirts,8,yellow,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42113,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42114,Women Tshirts,8,pink,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42115,Women Tshirts,8,default,regular,crop,printed,default,short sleeves,regular sleeves,,,
42116,Women Tshirts,8,black,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
42117,Women Tshirts,8,pink,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
42118,Women Tshirts,8,,,,,funky print,,,default,,
42119,Women Tshirts,8,,,,printed,,short sleeves,regular sleeves,default,,
42120,Women Tshirts,8,,,,printed,,short sleeves,regular sleeves,default,,
42121,Women Tshirts,8,,,,printed,,short sleeves,regular sleeves,default,,
42122,Women Tshirts,8,default,regular,crop,printed,graphic,short sleeves,regular sleeves,,,
42123,Women Tshirts,8,white,boxy,crop,printed,funky print,short sleeves,regular sleeves,,,
42124,Women Tshirts,8,black,regular,crop,printed,graphic,short sleeves,regular sleeves,,,
42125,Women Tshirts,8,yellow,regular,regular,solid,typography,short sleeves,regular sleeves,,,
42126,Women Tshirts,8,,boxy,crop,printed,typography,short sleeves,regular sleeves,default,,
42127,Women Tshirts,8,default,,crop,printed,graphic,short sleeves,regular sleeves,,,
42128,Women Tshirts,8,default,regular,crop,printed,graphic,short sleeves,regular sleeves,,,
42129,Women Tshirts,8,default,regular,crop,printed,graphic,short sleeves,regular sleeves,,,
42130,Women Tshirts,8,default,regular,regular,printed,quirky,short sleeves,regular sleeves,,,
42131,Women Tshirts,8,multicolor,,regular,,funky print,short sleeves,,,,
42132,Women Tshirts,8,multicolor,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42133,Women Tshirts,8,multicolor,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
42134,Women Tshirts,8,multicolor,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
42135,Women Tshirts,8,multicolor,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
42136,Women Tshirts,8,yellow,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42137,Women Tshirts,8,black,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42138,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42139,Women Tshirts,8,maroon,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42140,Women Tshirts,8,white,,regular,default,default,short sleeves,regular sleeves,,,
42141,Women Tshirts,8,yellow,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42142,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42143,Women Tshirts,8,black,regular,regular,printed,quirky,short sleeves,regular sleeves,,,
42144,Women Tshirts,8,yellow,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42145,Women Tshirts,8,default,regular,crop,printed,typography,long sleeves,regular sleeves,,,
42146,Women Tshirts,8,default,regular,crop,printed,typography,long sleeves,regular sleeves,,,
42147,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,,,
42148,Women Tshirts,8,black,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
42149,Women Tshirts,8,default,regular,regular,,default,,regular sleeves,,,
42150,Women Tshirts,8,black,boxy,crop,printed,typography,short sleeves,regular sleeves,,,
42151,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42152,Women Tshirts,8,white,,regular,default,default,short sleeves,regular sleeves,,,
42153,Women Tshirts,8,default,,regular,printed,default,short sleeves,regular sleeves,,,
42154,Women Tshirts,8,white,,regular,default,default,,regular sleeves,,,
42155,Women Tshirts,8,yellow,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42156,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42157,Women Tshirts,8,pink,regular,regular,printed,typography,short sleeves,regular sleeves,default,,
42158,Women Tshirts,8,pink,regular,regular,printed,typography,short sleeves,regular sleeves,default,,
42159,Women Tshirts,8,yellow,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42160,Women Tshirts,8,default,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
42161,Women Tshirts,8,default,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
42162,Women Tshirts,8,maroon,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
42163,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42164,Women Tshirts,8,black,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42165,Women Tshirts,8,default,boxy,crop,printed,typography,short sleeves,regular sleeves,,,
42166,Women Tshirts,8,pink,boxy,crop,printed,typography,short sleeves,regular sleeves,,,
42167,Women Tshirts,8,black,regular,crop,printed,typography,short sleeves,,,,
42168,Women Tshirts,8,maroon,regular,regular,printed,default,short sleeves,regular sleeves,,,
42169,Women Tshirts,8,yellow,boxy,crop,printed,typography,short sleeves,regular sleeves,,,
42170,Women Tshirts,8,maroon,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42171,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42172,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42173,Women Tshirts,8,black,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42174,Women Tshirts,8,default,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
42175,Women Tshirts,8,white,regular,regular,solid,solid,short sleeves,regular sleeves,,,
42176,Women Tshirts,8,default,regular,crop,printed,default,short sleeves,regular sleeves,,,
42177,Women Tshirts,8,pink,regular,crop,printed,quirky,short sleeves,regular sleeves,,,
42178,Women Tshirts,8,yellow,boxy,crop,printed,typography,short sleeves,regular sleeves,,,
42179,Women Tshirts,8,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,,,
42180,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42181,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,,,
42182,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,,,
42183,Women Tshirts,8,multicolor,regular,regular,printed,default,short sleeves,regular sleeves,,,
42184,Women Tshirts,8,multicolor,regular,regular,printed,quirky,short sleeves,regular sleeves,,,
42185,Women Tshirts,8,pink,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42186,Women Tshirts,8,maroon,,crop,printed,quirky,short sleeves,regular sleeves,,,
42187,Women Tshirts,8,default,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
42188,Women Tshirts,8,yellow,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42189,Women Tshirts,8,yellow,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42190,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42191,Women Tshirts,8,default,regular,crop,printed,,short sleeves,regular sleeves,default,,
42192,Women Tshirts,8,black,regular,crop,printed,typography,default,regular sleeves,,,
42193,Women Tshirts,8,pink,regular,crop,printed,funky print,short sleeves,regular sleeves,,,
42194,Women Tshirts,8,white,regular,crop,printed,typography,default,,,,
42195,Women Tshirts,8,default,,crop,printed,quirky,,,,,
42196,Women Tshirts,8,black,regular,crop,printed,typography,short sleeves,regular sleeves,default,,
42197,Women Tshirts,8,default,regular,crop,,graphic,,regular sleeves,,,
42198,Women Tshirts,8,black,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42199,Women Tshirts,8,,,,printed,,short sleeves,regular sleeves,default,,
42200,Women Tshirts,8,default,regular,crop,printed,funky print,,,,,
42201,Women Tshirts,8,pink,regular,crop,printed,default,short sleeves,regular sleeves,,,
42202,Women Tshirts,8,default,regular,regular,,default,short sleeves,,,,
42203,Women Tshirts,8,default,regular,regular,printed,default,short sleeves,regular sleeves,,,
42204,Women Tshirts,8,black,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42205,Women Tshirts,8,default,regular,regular,printed,default,short sleeves,regular sleeves,,,
42206,Women Tshirts,8,black,regular,regular,printed,default,short sleeves,regular sleeves,,,
42207,Women Tshirts,8,pink,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42208,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42209,Women Tshirts,8,default,regular,regular,printed,default,short sleeves,regular sleeves,,,
42210,Women Tshirts,8,maroon,loose,regular,printed,typography,short sleeves,regular sleeves,,,
42211,Women Tshirts,8,default,regular,regular,printed,default,short sleeves,regular sleeves,,,
42212,Women Tshirts,8,pink,boxy,crop,printed,,short sleeves,,,,
42213,Women Tshirts,8,default,regular,regular,printed,default,short sleeves,regular sleeves,,,
42214,Women Tshirts,8,default,regular,regular,printed,default,short sleeves,regular sleeves,,,
42215,Women Tshirts,8,default,regular,regular,printed,default,short sleeves,regular sleeves,,,
42216,Women Tshirts,8,white,regular,crop,printed,default,long sleeves,regular sleeves,,,
42217,Women Tshirts,8,white,regular,crop,printed,quirky,long sleeves,regular sleeves,,,
42218,Women Tshirts,8,default,regular,regular,printed,default,short sleeves,regular sleeves,,,
42219,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42220,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42221,Women Tshirts,8,multicolor,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42222,Women Tshirts,8,default,regular,regular,printed,default,short sleeves,regular sleeves,,,
42223,Women Tshirts,8,default,regular,regular,printed,default,short sleeves,regular sleeves,,,
42224,Women Tshirts,8,pink,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42225,Women Tshirts,8,yellow,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
42226,Women Tshirts,8,yellow,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
42227,Women Tshirts,8,pink,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
42228,Women Tshirts,8,black,,crop,,quirky,short sleeves,,,,
42229,Women Tshirts,8,black,regular,crop,,solid,,,,,
42230,Women Tshirts,8,black,boxy,crop,printed,typography,short sleeves,regular sleeves,,,
42231,Women Tshirts,8,black,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42232,Women Tshirts,8,maroon,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42233,Women Tshirts,8,default,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
42234,Women Tshirts,8,pink,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
42235,Women Tshirts,8,yellow,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
42236,Women Tshirts,8,default,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
42237,Women Tshirts,8,maroon,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
42238,Women Tshirts,8,maroon,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
42239,Women Tshirts,8,black,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42240,Women Tshirts,8,black,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
42241,Women Tshirts,8,black,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
42242,Women Tshirts,8,default,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
42243,Women Tshirts,8,multicolor,regular,crop,printed,quirky,short sleeves,regular sleeves,,,
42244,Women Tshirts,8,black,regular,regular,printed,graphic,short sleeves,regular sleeves,,,
42245,Women Tshirts,8,black,loose,regular,printed,typography,short sleeves,regular sleeves,,,
42246,Women Tshirts,8,default,regular,regular,printed,funky print,short sleeves,regular sleeves,,,
42247,Women Tshirts,8,default,regular,regular,printed,typography,short sleeves,regular sleeves,default,,
42248,Women Tshirts,8,default,regular,regular,printed,typography,short sleeves,regular sleeves,default,,
42249,Women Tshirts,8,white,regular,regular,default,default,short sleeves,regular sleeves,,,
42250,Women Tshirts,8,white,regular,regular,default,default,short sleeves,regular sleeves,,,
42251,Women Tshirts,8,white,regular,regular,default,default,short sleeves,regular sleeves,,,
