id,Category,len,color,neck,pattern,print_or_pattern_type,sleeve_length,attr_6,attr_7,attr_8,attr_9,attr_10
4150,Men Tshirts,5,white,,printed,typography,short sleeves,,,,,
4151,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
4152,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
4153,Men Tshirts,5,multicolor,polo,solid,,,,,,,
4154,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4155,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
4156,Men Tshirts,5,black,round,solid,solid,short sleeves,,,,,
4157,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
4158,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
4159,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4160,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4161,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4162,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
4163,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
4164,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
4165,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
4166,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
4167,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
4168,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
4169,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
4170,Men Tshirts,5,black,,printed,default,,,,,,
4171,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
4172,Men Tshirts,5,black,round,,default,short sleeves,,,,,
4173,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
4174,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4175,Men Tshirts,5,,round,,,long sleeves,,,,,
4176,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4177,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4178,Men Tshirts,5,black,round,printed,,short sleeves,,,,,
4179,Men Tshirts,5,default,round,solid,,,,,,,
4180,Men Tshirts,5,black,,printed,typography,,,,,,
4181,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
4182,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
4183,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4184,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4185,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4186,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4187,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4188,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
4189,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4190,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
4191,Men Tshirts,5,default,round,printed,default,,,,,,
4192,Men Tshirts,5,,round,,default,long sleeves,,,,,
4193,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4194,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4195,Men Tshirts,5,black,round,,default,short sleeves,,,,,
4196,Men Tshirts,5,default,round,,default,short sleeves,,,,,
4197,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4198,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4199,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4200,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
4201,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
4202,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
4203,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
4204,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
4205,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4206,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4207,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4208,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4209,Men Tshirts,5,default,,printed,default,short sleeves,,,,,
4210,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4211,Men Tshirts,5,multicolor,polo,,default,,,,,,
4212,Men Tshirts,5,multicolor,polo,,default,short sleeves,,,,,
4213,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4214,Men Tshirts,5,black,round,,default,,,,,,
4215,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
4216,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4217,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4218,Men Tshirts,5,black,round,,typography,short sleeves,,,,,
4219,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4220,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
4221,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4222,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4223,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
4224,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
4225,Men Tshirts,5,,polo,solid,solid,,,,,,
4226,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4227,Men Tshirts,5,,round,printed,default,,,,,,
4228,Men Tshirts,5,default,polo,printed,default,short sleeves,,,,,
4229,Men Tshirts,5,black,round,,default,short sleeves,,,,,
4230,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4231,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4232,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4233,Men Tshirts,5,default,round,,default,short sleeves,,,,,
4234,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
4235,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
4236,Men Tshirts,5,white,round,printed,,,,,,,
4237,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
4238,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4239,Men Tshirts,5,,round,,default,long sleeves,,,,,
4240,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4241,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4242,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4243,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4244,Men Tshirts,5,white,,printed,default,long sleeves,,,,,
4245,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4246,Men Tshirts,5,,round,,solid,long sleeves,,,,,
4247,Men Tshirts,5,,polo,solid,solid,,,,,,
4248,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4249,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4250,Men Tshirts,5,,,printed,default,long sleeves,,,,,
4251,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4252,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4253,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4254,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
4255,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
4256,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4257,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
4258,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4259,Men Tshirts,5,,round,printed,default,,,,,,
4260,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4261,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4262,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4263,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
4264,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4265,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4266,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4267,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4268,Men Tshirts,5,,,printed,default,,,,,,
4269,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4270,Men Tshirts,5,white,round,printed,,short sleeves,,,,,
4271,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4272,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4273,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4274,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4275,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4276,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4277,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4278,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4279,Men Tshirts,5,white,,printed,typography,short sleeves,,,,,
4280,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4281,Men Tshirts,5,black,round,,default,,,,,,
4282,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4283,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4284,Men Tshirts,5,default,round,,default,short sleeves,,,,,
4285,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4286,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
4287,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4288,Men Tshirts,5,default,polo,,solid,,,,,,
4289,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4290,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4291,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4292,Men Tshirts,5,white,round,printed,,short sleeves,,,,,
4293,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4294,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4295,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4296,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4297,Men Tshirts,5,black,,printed,default,short sleeves,,,,,
4298,Men Tshirts,5,white,round,,typography,short sleeves,,,,,
4299,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4300,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4301,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4302,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4303,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4304,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4305,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4306,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4307,Men Tshirts,5,black,polo,solid,solid,short sleeves,,,,,
4308,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4309,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4310,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4311,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4312,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
4313,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4314,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
4315,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4316,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4317,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
4318,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
4319,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4320,Men Tshirts,5,default,,printed,default,short sleeves,,,,,
4321,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4322,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4323,Men Tshirts,5,default,polo,printed,default,,,,,,
4324,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4325,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4326,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4327,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4328,Men Tshirts,5,,round,printed,,,,,,,
4329,Men Tshirts,5,white,round,printed,default,,,,,,
4330,Men Tshirts,5,white,round,printed,,,,,,,
4331,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4332,Men Tshirts,5,default,,printed,solid,short sleeves,,,,,
4333,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
4334,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
4335,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
4336,Men Tshirts,5,white,round,,default,,,,,,
4337,Men Tshirts,5,multicolor,round,printed,default,short sleeves,,,,,
4338,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
4339,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
4340,Men Tshirts,5,white,,,typography,long sleeves,,,,,
4341,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
4342,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4343,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
4344,Men Tshirts,5,black,,printed,default,,,,,,
4345,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4346,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
4347,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4348,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
4349,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4350,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
4351,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4352,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4353,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
4354,Men Tshirts,5,,round,solid,solid,long sleeves,,,,,
4355,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4356,Men Tshirts,5,default,round,solid,solid,,,,,,
4357,Men Tshirts,5,black,round,printed,,,,,,,
4358,Men Tshirts,5,,round,printed,,long sleeves,,,,,
4359,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4360,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4361,Men Tshirts,5,black,round,solid,solid,short sleeves,,,,,
4362,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
4363,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4364,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4365,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4366,Men Tshirts,5,white,round,printed,typography,,,,,,
4367,Men Tshirts,5,default,round,solid,,,,,,,
4368,Men Tshirts,5,white,,,default,long sleeves,,,,,
4369,Men Tshirts,5,white,round,,typography,short sleeves,,,,,
4370,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
4371,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
4372,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4373,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4374,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
4375,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
4376,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4377,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4378,Men Tshirts,5,multicolor,polo,,solid,short sleeves,,,,,
4379,Men Tshirts,5,black,round,printed,,short sleeves,,,,,
4380,Men Tshirts,5,black,,printed,default,short sleeves,,,,,
4381,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4382,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
4383,Men Tshirts,5,black,round,,default,short sleeves,,,,,
4384,Men Tshirts,5,black,round,printed,,,,,,,
4385,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
4386,Men Tshirts,5,multicolor,round,,typography,short sleeves,,,,,
4387,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
4388,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4389,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4390,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4391,Men Tshirts,5,black,round,printed,typography,,,,,,
4392,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
4393,Men Tshirts,5,default,polo,,default,,,,,,
4394,Men Tshirts,5,multicolor,,printed,typography,,,,,,
4395,Men Tshirts,5,,round,printed,default,,,,,,
4396,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4397,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4398,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
4399,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
4400,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
4401,Men Tshirts,5,multicolor,polo,,solid,,,,,,
4402,Men Tshirts,5,black,round,solid,solid,short sleeves,,,,,
4403,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
4404,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
4405,Men Tshirts,5,white,polo,solid,,short sleeves,,,,,
4406,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4407,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4408,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
4409,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
4410,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4411,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4412,Men Tshirts,5,,round,,,long sleeves,,,,,
4413,Men Tshirts,5,black,,printed,typography,short sleeves,,,,,
4414,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4415,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4416,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
4417,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
4418,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4419,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
4420,Men Tshirts,5,default,round,solid,solid,short sleeves,,,,,
4421,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
4422,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
4423,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4424,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4425,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4426,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
4427,Men Tshirts,5,default,polo,printed,,,,,,,
4428,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4429,Men Tshirts,5,default,round,,,short sleeves,,,,,
4430,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4431,Men Tshirts,5,default,polo,printed,,short sleeves,,,,,
4432,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
4433,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
4434,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4435,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
4436,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
4437,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
4438,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4439,Men Tshirts,5,default,,printed,default,,,,,,
4440,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
4441,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
4442,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4443,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
4444,Men Tshirts,5,black,round,printed,,long sleeves,,,,,
4445,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
4446,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4447,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4448,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4449,Men Tshirts,5,white,round,,typography,short sleeves,,,,,
4450,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4451,Men Tshirts,5,default,round,,default,,,,,,
4452,Men Tshirts,5,,,printed,typography,long sleeves,,,,,
4453,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
4454,Men Tshirts,5,white,round,,default,,,,,,
4455,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4456,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4457,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4458,Men Tshirts,5,default,round,printed,solid,short sleeves,,,,,
4459,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
4460,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
4461,Men Tshirts,5,default,round,,default,short sleeves,,,,,
4462,Men Tshirts,5,default,round,,default,short sleeves,,,,,
4463,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
4464,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
