id,Category,len,color,fit_shape,length,neck_collar,occasion,pattern,print_or_pattern_type,sleeve_length,sleeve_styling,surface_styling
63063,Women Tops & Tunics,10,navy blue,fitted,crop,high,casual,default,solid,short sleeves,default,knitted
63064,Women Tops & Tunics,10,,,,,casual,solid,,long sleeves,regular sleeves,knitted
63065,Women Tops & Tunics,10,yellow,regular,,square neck,,,solid,three-quarter sleeves,,
63066,Women Tops & Tunics,10,pink,regular,regular,high,casual,printed,floral,short sleeves,default,
63067,Women Tops & Tunics,10,black,regular,crop,round neck,,printed,typography,long sleeves,default,
63068,Women Tops & Tunics,10,,,crop,,casual,default,,sleeveless,,
63069,Women Tops & Tunics,10,,,,,,,default,,,
63070,Women Tops & Tunics,10,,regular,,,,,solid,short sleeves,puff sleeves,
63071,Women Tops & Tunics,10,green,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,
63072,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,waist tie-ups
63073,Women Tops & Tunics,10,blue,regular,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,default
63074,Women Tops & Tunics,10,,,,,,,,,puff sleeves,
63075,Women Tops & Tunics,10,default,,regular,square neck,,solid,,,,default
63076,Women Tops & Tunics,10,white,fitted,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,
63077,Women Tops & Tunics,10,green,fitted,regular,round neck,casual,solid,solid,three-quarter sleeves,,knitted
63078,Women Tops & Tunics,10,default,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,
63079,Women Tops & Tunics,10,red,fitted,,sweetheart neck,,solid,solid,long sleeves,,
63080,Women Tops & Tunics,10,default,regular,regular,default,casual,solid,solid,short sleeves,regular sleeves,
63081,Women Tops & Tunics,10,peach,fitted,crop,v-neck,casual,solid,solid,short sleeves,default,knitted
63082,Women Tops & Tunics,10,black,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
63083,Women Tops & Tunics,10,black,regular,,,,,solid,,,
63084,Women Tops & Tunics,10,default,regular,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,
63085,Women Tops & Tunics,10,blue,fitted,crop,round neck,casual,printed,quirky,sleeveless,sleeveless,
63086,Women Tops & Tunics,10,green,boxy,crop,round neck,casual,printed,default,long sleeves,regular sleeves,
63087,Women Tops & Tunics,10,default,regular,regular,high,casual,solid,solid,short sleeves,regular sleeves,
63088,Women Tops & Tunics,10,,regular,,,casual,solid,,sleeveless,,default
63089,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,
63090,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,
63091,Women Tops & Tunics,10,default,fitted,crop,round neck,casual,printed,quirky,sleeveless,sleeveless,
63092,Women Tops & Tunics,10,yellow,boxy,crop,round neck,casual,printed,quirky,long sleeves,regular sleeves,
63093,Women Tops & Tunics,10,default,fitted,regular,square neck,casual,solid,solid,three-quarter sleeves,default,knitted
63094,Women Tops & Tunics,10,black,regular,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,
63095,Women Tops & Tunics,10,,fitted,regular,sweetheart neck,casual,,,long sleeves,,
63096,Women Tops & Tunics,10,,regular,regular,,casual,solid,,,puff sleeves,
63097,Women Tops & Tunics,10,,,regular,sweetheart neck,,,,,puff sleeves,
63098,Women Tops & Tunics,10,black,fitted,regular,sweetheart neck,casual,printed,default,short sleeves,,knitted
63099,Women Tops & Tunics,10,white,,regular,sweetheart neck,,,default,short sleeves,,
63100,Women Tops & Tunics,10,,fitted,,round neck,casual,,,,puff sleeves,
63101,Women Tops & Tunics,10,default,regular,regular,high,casual,solid,solid,three-quarter sleeves,default,
63102,Women Tops & Tunics,10,,,,,,,,,default,knitted
63103,Women Tops & Tunics,10,,,,square neck,,,,short sleeves,,knitted
63104,Women Tops & Tunics,10,default,fitted,regular,square neck,casual,solid,solid,short sleeves,,knitted
63105,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,default
63106,Women Tops & Tunics,10,yellow,regular,regular,round neck,casual,solid,solid,three-quarter sleeves,default,
63107,Women Tops & Tunics,10,default,regular,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,applique
63108,Women Tops & Tunics,10,default,boxy,crop,round neck,casual,printed,graphic,short sleeves,default,
63109,Women Tops & Tunics,10,default,fitted,regular,high,casual,printed,default,long sleeves,puff sleeves,knitted
63110,Women Tops & Tunics,10,,,,default,casual,,,,,
63111,Women Tops & Tunics,10,multicolor,,,,,,default,,,
63112,Women Tops & Tunics,10,pink,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,
63113,Women Tops & Tunics,10,multicolor,fitted,regular,round neck,casual,printed,default,short sleeves,regular sleeves,knitted
63114,Women Tops & Tunics,10,white,regular,,high,casual,default,default,short sleeves,regular sleeves,
63115,Women Tops & Tunics,10,,,regular,,casual,,,short sleeves,puff sleeves,
63116,Women Tops & Tunics,10,white,fitted,,square neck,,solid,solid,short sleeves,,
63117,Women Tops & Tunics,10,pink,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,default
63118,Women Tops & Tunics,10,default,fitted,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,
63119,Women Tops & Tunics,10,black,regular,regular,,casual,solid,,three-quarter sleeves,puff sleeves,
63120,Women Tops & Tunics,10,black,fitted,regular,round neck,casual,solid,solid,long sleeves,puff sleeves,
63121,Women Tops & Tunics,10,white,,crop,,casual,,solid,short sleeves,,
63122,Women Tops & Tunics,10,blue,regular,regular,v-neck,casual,solid,solid,short sleeves,puff sleeves,
63123,Women Tops & Tunics,10,default,fitted,crop,square neck,party,solid,solid,short sleeves,,ruffles
63124,Women Tops & Tunics,10,black,regular,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,waist tie-ups
63125,Women Tops & Tunics,10,black,,,,,,,,,
63126,Women Tops & Tunics,10,,,,high,,,,,,
63127,Women Tops & Tunics,10,black,fitted,regular,high,casual,printed,default,long sleeves,,knitted
63128,Women Tops & Tunics,10,black,,,round neck,,solid,,,,knitted
63129,Women Tops & Tunics,10,,,,default,,,,,,
63130,Women Tops & Tunics,10,black,fitted,crop,v-neck,casual,solid,solid,short sleeves,regular sleeves,knitted
63131,Women Tops & Tunics,10,,,crop,,,,,sleeveless,,
63132,Women Tops & Tunics,10,maroon,,crop,,,,,long sleeves,,
63133,Women Tops & Tunics,10,maroon,fitted,crop,sweetheart neck,casual,solid,solid,long sleeves,puff sleeves,waist tie-ups
63134,Women Tops & Tunics,10,green,fitted,crop,v-neck,casual,solid,solid,short sleeves,regular sleeves,
63135,Women Tops & Tunics,10,,,,,,solid,,short sleeves,puff sleeves,
63136,Women Tops & Tunics,10,black,fitted,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,knitted
63137,Women Tops & Tunics,10,default,fitted,crop,v-neck,casual,solid,solid,long sleeves,regular sleeves,
63138,Women Tops & Tunics,10,pink,regular,crop,,,,solid,,,
63139,Women Tops & Tunics,10,,,,,,,,three-quarter sleeves,,
63140,Women Tops & Tunics,10,blue,fitted,crop,round neck,casual,printed,quirky,sleeveless,sleeveless,
63141,Women Tops & Tunics,10,blue,fitted,regular,v-neck,casual,solid,solid,short sleeves,regular sleeves,ruffles
63142,Women Tops & Tunics,10,yellow,regular,regular,v-neck,casual,default,default,short sleeves,regular sleeves,
63143,Women Tops & Tunics,10,blue,regular,regular,square neck,casual,solid,solid,three-quarter sleeves,puff sleeves,
63144,Women Tops & Tunics,10,black,regular,regular,,casual,solid,,three-quarter sleeves,,tie-ups
63145,Women Tops & Tunics,10,,,,,casual,,,,puff sleeves,
63146,Women Tops & Tunics,10,green,fitted,,,,,,long sleeves,,
63147,Women Tops & Tunics,10,,regular,regular,,,solid,,short sleeves,default,knitted
63148,Women Tops & Tunics,10,white,,crop,round neck,casual,,,,,
63149,Women Tops & Tunics,10,white,regular,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,
63150,Women Tops & Tunics,10,default,fitted,crop,round neck,casual,solid,solid,short sleeves,default,default
63151,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,
63152,Women Tops & Tunics,10,default,,regular,,casual,,solid,long sleeves,,
63153,Women Tops & Tunics,10,maroon,regular,regular,high,casual,solid,solid,short sleeves,regular sleeves,
63154,Women Tops & Tunics,10,pink,,,,,,,long sleeves,,
63155,Women Tops & Tunics,10,,,,,casual,,,,puff sleeves,
63156,Women Tops & Tunics,10,,,,,,,,,puff sleeves,
63157,Women Tops & Tunics,10,,,,,,,default,,,
63158,Women Tops & Tunics,10,pink,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,tie-ups
63159,Women Tops & Tunics,10,green,fitted,crop,sweetheart neck,casual,solid,solid,short sleeves,regular sleeves,
63160,Women Tops & Tunics,10,maroon,regular,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,
63161,Women Tops & Tunics,10,pink,regular,crop,default,casual,solid,solid,short sleeves,regular sleeves,ruffles
63162,Women Tops & Tunics,10,blue,fitted,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,
63163,Women Tops & Tunics,10,,fitted,crop,,,solid,,three-quarter sleeves,regular sleeves,knitted
63164,Women Tops & Tunics,10,maroon,regular,regular,default,casual,printed,default,three-quarter sleeves,regular sleeves,
63165,Women Tops & Tunics,10,black,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
63166,Women Tops & Tunics,10,pink,fitted,crop,round neck,casual,solid,solid,short sleeves,default,ruffles
63167,Women Tops & Tunics,10,pink,boxy,crop,round neck,casual,printed,default,long sleeves,regular sleeves,
63168,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,
63169,Women Tops & Tunics,10,blue,regular,regular,round neck,casual,printed,floral,three-quarter sleeves,regular sleeves,default
63170,Women Tops & Tunics,10,peach,fitted,regular,round neck,casual,default,default,short sleeves,regular sleeves,
63171,Women Tops & Tunics,10,green,,,,,,,long sleeves,regular sleeves,knitted
63172,Women Tops & Tunics,10,,,,high,,,solid,long sleeves,,
63173,Women Tops & Tunics,10,black,fitted,crop,v-neck,casual,solid,solid,long sleeves,regular sleeves,
63174,Women Tops & Tunics,10,,fitted,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,
63175,Women Tops & Tunics,10,white,regular,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
63176,Women Tops & Tunics,10,,,,,,,,short sleeves,puff sleeves,knitted
63177,Women Tops & Tunics,10,black,fitted,regular,sweetheart neck,casual,printed,default,short sleeves,puff sleeves,knitted
63178,Women Tops & Tunics,10,pink,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
63179,Women Tops & Tunics,10,green,regular,crop,round neck,casual,solid,solid,sleeveless,sleeveless,
63180,Women Tops & Tunics,10,white,fitted,,high,,printed,,short sleeves,,
63181,Women Tops & Tunics,10,black,regular,regular,round neck,casual,solid,solid,three-quarter sleeves,default,
63182,Women Tops & Tunics,10,,,regular,,,default,,,regular sleeves,
63183,Women Tops & Tunics,10,black,fitted,regular,round neck,casual,solid,solid,three-quarter sleeves,,knitted
63184,Women Tops & Tunics,10,black,fitted,regular,round neck,casual,printed,default,long sleeves,regular sleeves,ruffles
63185,Women Tops & Tunics,10,white,fitted,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,
63186,Women Tops & Tunics,10,,regular,,,,solid,,,default,knitted
63187,Women Tops & Tunics,10,,,,round neck,casual,printed,default,,,knitted
63188,Women Tops & Tunics,10,yellow,,,,,,,,regular sleeves,knitted
63189,Women Tops & Tunics,10,,,regular,high,,,,,,
63190,Women Tops & Tunics,10,,,,,casual,,solid,three-quarter sleeves,puff sleeves,
63191,Women Tops & Tunics,10,green,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,
63192,Women Tops & Tunics,10,,,,,,,,,,default
63193,Women Tops & Tunics,10,black,fitted,regular,high,casual,solid,solid,short sleeves,,knitted
63194,Women Tops & Tunics,10,,,,high,casual,solid,solid,,regular sleeves,
63195,Women Tops & Tunics,10,red,regular,regular,square neck,casual,solid,solid,three-quarter sleeves,puff sleeves,
63196,Women Tops & Tunics,10,multicolor,default,crop,v-neck,casual,solid,solid,sleeveless,,
63197,Women Tops & Tunics,10,,fitted,,,casual,default,default,,sleeveless,
63198,Women Tops & Tunics,10,pink,regular,,,,solid,solid,,,
63199,Women Tops & Tunics,10,,regular,,,,solid,,,puff sleeves,
63200,Women Tops & Tunics,10,red,default,crop,v-neck,,,solid,,,tie-ups
63201,Women Tops & Tunics,10,blue,fitted,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,
63202,Women Tops & Tunics,10,default,,regular,,,,default,,,
63203,Women Tops & Tunics,10,peach,regular,regular,round neck,casual,default,default,short sleeves,regular sleeves,knitted
63204,Women Tops & Tunics,10,black,,regular,,,,,short sleeves,,
63205,Women Tops & Tunics,10,red,boxy,regular,round neck,casual,printed,typography,long sleeves,regular sleeves,
63206,Women Tops & Tunics,10,white,regular,crop,default,casual,solid,solid,three-quarter sleeves,regular sleeves,
63207,Women Tops & Tunics,10,green,default,,round neck,casual,default,floral,three-quarter sleeves,regular sleeves,default
63208,Women Tops & Tunics,10,blue,fitted,crop,high,casual,solid,solid,short sleeves,regular sleeves,
63209,Women Tops & Tunics,10,blue,default,,round neck,casual,default,floral,three-quarter sleeves,regular sleeves,default
63210,Women Tops & Tunics,10,yellow,regular,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,waist tie-ups
63211,Women Tops & Tunics,10,white,fitted,regular,high,casual,default,default,long sleeves,regular sleeves,
63212,Women Tops & Tunics,10,black,regular,regular,high,casual,printed,quirky,,,
63213,Women Tops & Tunics,10,white,,,,casual,,,,,
63214,Women Tops & Tunics,10,red,regular,crop,round neck,casual,solid,solid,short sleeves,default,
63215,Women Tops & Tunics,10,multicolor,,regular,default,casual,solid,solid,,,ruffles
63216,Women Tops & Tunics,10,black,fitted,regular,,,,,long sleeves,,
63217,Women Tops & Tunics,10,pink,regular,,,,default,solid,,,
63218,Women Tops & Tunics,10,blue,,,round neck,,,,long sleeves,,knitted
63219,Women Tops & Tunics,10,green,regular,regular,round neck,casual,printed,default,three-quarter sleeves,regular sleeves,
63220,Women Tops & Tunics,10,,regular,,v-neck,casual,,,long sleeves,,
63221,Women Tops & Tunics,10,default,regular,crop,default,casual,solid,solid,short sleeves,regular sleeves,
63222,Women Tops & Tunics,10,white,regular,regular,stylised,casual,solid,solid,three-quarter sleeves,regular sleeves,tie-ups
63223,Women Tops & Tunics,10,,,,,,,,long sleeves,,knitted
63224,Women Tops & Tunics,10,,fitted,,high,,,solid,,,
63225,Women Tops & Tunics,10,,fitted,,,casual,,solid,short sleeves,puff sleeves,
63226,Women Tops & Tunics,10,default,regular,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,
63227,Women Tops & Tunics,10,,fitted,crop,default,,,solid,,regular sleeves,
63228,Women Tops & Tunics,10,default,,,square neck,casual,,solid,three-quarter sleeves,,ruffles
63229,Women Tops & Tunics,10,,,,round neck,,default,,,,
63230,Women Tops & Tunics,10,yellow,default,regular,round neck,casual,solid,solid,long sleeves,puff sleeves,
63231,Women Tops & Tunics,10,,,crop,,casual,,,long sleeves,,
63232,Women Tops & Tunics,10,red,regular,regular,round neck,casual,solid,solid,three-quarter sleeves,default,applique
63233,Women Tops & Tunics,10,red,fitted,crop,sweetheart neck,casual,solid,solid,short sleeves,,default
63234,Women Tops & Tunics,10,pink,fitted,crop,high,casual,default,solid,short sleeves,default,knitted
63235,Women Tops & Tunics,10,white,fitted,regular,,,,,short sleeves,,knitted
63236,Women Tops & Tunics,10,blue,regular,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,
63237,Women Tops & Tunics,10,multicolor,regular,,round neck,,,default,,,
63238,Women Tops & Tunics,10,green,regular,regular,round neck,casual,solid,solid,short sleeves,,knitted
63239,Women Tops & Tunics,10,,,,round neck,casual,printed,graphic,,puff sleeves,
63240,Women Tops & Tunics,10,blue,default,,round neck,casual,solid,solid,long sleeves,regular sleeves,knitted
63241,Women Tops & Tunics,10,default,regular,regular,round neck,casual,solid,solid,three-quarter sleeves,sleeveless,knitted
63242,Women Tops & Tunics,10,,,,square neck,,solid,,short sleeves,,
63243,Women Tops & Tunics,10,maroon,regular,regular,v-neck,casual,solid,solid,short sleeves,default,ruffles
