id,Category,len,blouse_pattern,border,border_width,color,occasion,ornamentation,pallu_details,pattern,print_or_pattern_type,transparency
17944,Sarees,10,same as saree,temple border,small border,cream,party,jacquard,woven design,zari woven,peacock,yes
17945,Sarees,10,,,,multicolor,,,,,default,
17946,Sarees,10,default,zari,big border,default,party,,zari woven,zari woven,ethnic motif,no
17947,Sarees,10,same as border,zari,big border,white,traditional,jacquard,zari woven,woven design,default,no
17948,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
17949,Sarees,10,same as saree,zari,small border,white,daily,,zari woven,zari woven,default,no
17950,Sarees,10,same as saree,woven design,big border,default,daily,,same as saree,default,default,no
17951,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,yes
17952,Sarees,10,,zari,small border,white,party,,,zari woven,elephant,no
17953,Sarees,10,,woven design,big border,multicolor,wedding,,default,woven design,default,no
17954,Sarees,10,same as border,zari,big border,default,traditional,,zari woven,zari woven,default,no
17955,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,yes
17956,Sarees,10,same as saree,zari,no border,white,traditional,default,same as saree,solid,,no
17957,Sarees,10,,woven design,,multicolor,traditional,,,zari woven,ethnic motif,no
17958,Sarees,10,,woven design,,multicolor,traditional,,,,,no
17959,Sarees,10,,woven design,,multicolor,wedding,,,,,no
17960,Sarees,10,,zari,small border,white,traditional,,,zari woven,elephant,no
17961,Sarees,10,,zari,small border,white,traditional,,,zari woven,ethnic motif,no
17962,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
17963,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,no
17964,Sarees,10,,woven design,small border,cream,traditional,,,woven design,ethnic motif,no
17965,Sarees,10,same as saree,solid,small border,cream,party,jacquard,woven design,woven design,floral,yes
17966,Sarees,10,,woven design,small border,cream,party,,,woven design,ethnic motif,no
17967,Sarees,10,,zari,small border,white,party,,,zari woven,ethnic motif,yes
17968,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
17969,Sarees,10,,zari,big border,default,traditional,default,,zari woven,ethnic motif,no
17970,Sarees,10,same as saree,woven design,big border,default,daily,,same as saree,default,default,no
17971,Sarees,10,,default,,multicolor,,,,,,no
17972,Sarees,10,,zari,big border,default,traditional,,zari woven,zari woven,default,no
17973,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,no
17974,Sarees,10,,zari,small border,cream,party,,,zari woven,botanical,yes
17975,Sarees,10,,zari,small border,cream,traditional,,,zari woven,peacock,yes
17976,Sarees,10,,woven design,,multicolor,traditional,,,,,no
17977,Sarees,10,same as border,woven design,big border,default,traditional,,,zari woven,ethnic motif,no
17978,Sarees,10,same as saree,woven design,,multicolor,party,jacquard,woven design,zari woven,applique,no
17979,Sarees,10,,woven design,big border,multicolor,wedding,,same as saree,zari woven,ethnic motif,no
17980,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,no
17981,Sarees,10,,zari,small border,white,party,,,zari woven,ethnic motif,yes
17982,Sarees,10,,default,,default,traditional,,zari woven,zari woven,default,no
17983,Sarees,10,same as border,woven design,big border,multicolor,wedding,,,zari woven,default,no
17984,Sarees,10,,solid,small border,cream,traditional,,,woven design,floral,yes
17985,Sarees,10,,zari,small border,cream,party,,,zari woven,elephant,yes
17986,Sarees,10,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
17987,Sarees,10,solid,zari,big border,default,daily,,zari woven,solid,solid,yes
17988,Sarees,10,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
17989,Sarees,10,,zari,small border,white,party,,,zari woven,floral,no
17990,Sarees,10,,zari,small border,cream,traditional,,,zari woven,peacock,yes
17991,Sarees,10,,zari,small border,white,party,,,zari woven,peacock,no
17992,Sarees,10,same as saree,woven design,,multicolor,party,jacquard,woven design,zari woven,applique,no
17993,Sarees,10,,woven design,no border,navy blue,wedding,jacquard,same as saree,zari woven,default,no
17994,Sarees,10,default,zari,,default,traditional,default,,zari woven,default,no
17995,Sarees,10,,woven design,,multicolor,daily,,,,,no
17996,Sarees,10,same as border,default,small border,white,traditional,jacquard,,printed,floral,no
17997,Sarees,10,,zari,small border,white,traditional,,,zari woven,peacock,no
17998,Sarees,10,same as border,temple border,big border,navy blue,party,,zari woven,solid,solid,yes
17999,Sarees,10,same as saree,woven design,big border,default,wedding,,same as saree,zari woven,default,no
18000,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
18001,Sarees,10,,zari,big border,green,traditional,,,zari woven,ethnic motif,no
18002,Sarees,10,,zari,small border,white,party,,,zari woven,botanical,no
18003,Sarees,10,same as border,woven design,big border,multicolor,daily,,,default,default,no
18004,Sarees,10,,woven design,small border,default,traditional,,same as saree,zari woven,default,no
18005,Sarees,10,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,floral,yes
18006,Sarees,10,,woven design,big border,multicolor,wedding,,zari woven,zari woven,ethnic motif,no
18007,Sarees,10,,woven design,,multicolor,wedding,,,,,no
18008,Sarees,10,,zari,small border,cream,party,,,zari woven,elephant,no
18009,Sarees,10,,zari,small border,cream,party,,,zari woven,ethnic motif,yes
18010,Sarees,10,same as border,zari,big border,default,traditional,tassels and latkans,zari woven,zari woven,botanical,no
18011,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,yes
18012,Sarees,10,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
18013,Sarees,10,,zari,small border,white,traditional,,,zari woven,floral,no
18014,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,yes
18015,Sarees,10,,zari,small border,white,traditional,,,zari woven,peacock,no
18016,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
18017,Sarees,10,,temple border,small border,cream,party,,,zari woven,peacock,yes
18018,Sarees,10,,zari,small border,cream,party,,,zari woven,elephant,no
18019,Sarees,10,default,no border,no border,default,party,,same as saree,zari woven,default,no
18020,Sarees,10,,default,,multicolor,,,,,,no
18021,Sarees,10,,zari,small border,cream,traditional,,,zari woven,default,no
18022,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
18023,Sarees,10,,default,,,,,,default,default,
18024,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,yes
18025,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
18026,Sarees,10,,zari,small border,cream,traditional,,,zari woven,peacock,no
18027,Sarees,10,same as saree,temple border,small border,cream,party,,,zari woven,peacock,no
18028,Sarees,10,,zari,big border,pink,traditional,,zari woven,zari woven,ethnic motif,no
18029,Sarees,10,same as border,temple border,big border,yellow,party,,zari woven,solid,solid,no
18030,Sarees,10,,woven design,,multicolor,traditional,,,,,no
18031,Sarees,10,,,,,,default,,zari woven,,
18032,Sarees,10,,temple border,small border,cream,traditional,,,zari woven,peacock,no
18033,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
18034,Sarees,10,,zari,small border,default,party,,,zari woven,ethnic motif,no
18035,Sarees,10,,zari,small border,white,party,,,zari woven,default,no
18036,Sarees,10,solid,,small border,,party,,,default,,yes
18037,Sarees,10,,woven design,big border,default,wedding,,zari woven,default,ethnic motif,no
18038,Sarees,10,same as border,default,big border,default,traditional,,zari woven,zari woven,default,no
18039,Sarees,10,,woven design,,multicolor,traditional,,,,,no
18040,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,no
18041,Sarees,10,,zari,small border,white,party,,,zari woven,floral,no
18042,Sarees,10,same as border,temple border,big border,default,party,,zari woven,solid,solid,yes
18043,Sarees,10,same as border,zari,big border,navy blue,party,,zari woven,solid,solid,no
18044,Sarees,10,,,big border,default,traditional,default,zari woven,zari woven,default,no
18045,Sarees,10,same as saree,temple border,big border,yellow,daily,jacquard,zari woven,solid,solid,yes
18046,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
18047,Sarees,10,,woven design,,multicolor,traditional,,,,,no
18048,Sarees,10,default,zari,big border,default,party,,zari woven,zari woven,default,no
18049,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
18050,Sarees,10,same as border,woven design,big border,default,daily,,same as saree,default,default,no
18051,Sarees,10,,,,,,,zari woven,,,
18052,Sarees,10,,,,default,daily,,,zari woven,default,no
18053,Sarees,10,default,zari,big border,default,traditional,,zari woven,zari woven,default,no
18054,Sarees,10,,zari,small border,white,party,,,zari woven,floral,yes
18055,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,yes
18056,Sarees,10,,woven design,,multicolor,wedding,,,,,no
18057,Sarees,10,,temple border,small border,cream,party,,,zari woven,peacock,no
18058,Sarees,10,,temple border,small border,cream,party,,,zari woven,ethnic motif,no
18059,Sarees,10,,zari,small border,cream,traditional,,,zari woven,floral,yes
18060,Sarees,10,,,,,,,same as saree,,,
18061,Sarees,10,,zari,small border,cream,traditional,,,zari woven,ethnic motif,no
18062,Sarees,10,,zari,big border,multicolor,traditional,,zari woven,zari woven,default,no
18063,Sarees,10,same as border,woven design,small border,default,daily,default,zari woven,woven design,botanical,no
18064,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,yes
18065,Sarees,10,,temple border,small border,cream,party,,,zari woven,peacock,yes
18066,Sarees,10,,zari,small border,white,party,,,zari woven,ethnic motif,no
18067,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,no
18068,Sarees,10,,temple border,small border,cream,traditional,,,zari woven,peacock,yes
18069,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
18070,Sarees,10,same as border,zari,big border,default,party,,zari woven,solid,solid,yes
18071,Sarees,10,same as saree,solid,small border,white,daily,,same as saree,zari woven,solid,no
18072,Sarees,10,,temple border,small border,cream,party,,,zari woven,peacock,yes
18073,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,yes
18074,Sarees,10,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,peacock,no
18075,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,yes
18076,Sarees,10,default,zari,big border,pink,traditional,,zari woven,zari woven,botanical,no
18077,Sarees,10,same as border,woven design,small border,multicolor,daily,,,default,default,no
18078,Sarees,10,same as saree,woven design,no border,multicolor,party,jacquard,woven design,zari woven,,no
18079,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
18080,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
18081,Sarees,10,,woven design,,multicolor,daily,,,,,no
18082,Sarees,10,same as saree,woven design,big border,default,traditional,,same as saree,zari woven,ethnic motif,no
18083,Sarees,10,same as saree,woven design,big border,default,traditional,,same as saree,zari woven,ethnic motif,no
18084,Sarees,10,,zari,small border,white,party,,,zari woven,ethnic motif,no
18085,Sarees,10,,woven design,,,,,,,,
18086,Sarees,10,,default,,default,traditional,,zari woven,zari woven,default,no
18087,Sarees,10,same as border,default,small border,default,party,tassels and latkans,same as saree,zari woven,ethnic motif,no
18088,Sarees,10,,zari,small border,cream,traditional,,,zari woven,elephant,no
18089,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
18090,Sarees,10,,woven design,big border,default,traditional,,,zari woven,default,no
18091,Sarees,10,,woven design,,multicolor,traditional,,,,,no
18092,Sarees,10,,zari,big border,default,traditional,,,zari woven,floral,no
18093,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,yes
18094,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
18095,Sarees,10,,solid,small border,white,party,,,woven design,floral,yes
18096,Sarees,10,,zari,big border,white,party,,,zari woven,default,no
18097,Sarees,10,,woven design,,multicolor,wedding,,,,,no
18098,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
18099,Sarees,10,,zari,small border,white,party,,,zari woven,elephant,no
18100,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
18101,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,no
18102,Sarees,10,,zari,small border,cream,traditional,,,zari woven,elephant,yes
18103,Sarees,10,,zari,small border,white,party,,,zari woven,ethnic motif,yes
18104,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
18105,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
18106,Sarees,10,same as border,temple border,big border,navy blue,party,,zari woven,woven design,checked,no
18107,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
